label,probability
0.0,"[0.9852631578947368,0.014736842105263158]"
0.0,"[0.8098360655737705,0.1901639344262295]"
0.0,"[0.9061406299713649,0.09385937002863506]"
0.0,"[0.8325837081459271,0.16741629185407297]"
0.0,"[0.9755213055303718,0.024478694469628286]"
0.0,"[0.8854019032192751,0.11459809678072484]"
0.0,"[0.9804789696115919,0.01952103038840813]"
0.0,"[0.8098360655737705,0.1901639344262295]"
0.0,"[0.8854019032192751,0.11459809678072484]"
0.0,"[0.8854019032192751,0.11459809678072484]"
0.0,"[0.6708542713567839,0.32914572864321606]"
0.0,"[0.879344262295082,0.12065573770491804]"
0.0,"[0.8325837081459271,0.16741629185407297]"
0.0,"[0.8098360655737705,0.1901639344262295]"
0.0,"[0.8854019032192751,0.11459809678072484]"
0.0,"[0.9755213055303718,0.024478694469628286]"
0.0,"[0.943227899432279,0.05677210056772101]"
0.0,"[0.9471065724011521,0.05289342759884787]"
0.0,"[0.46153846153846156,0.5384615384615384]"
0.0,"[0.943227899432279,0.05677210056772101]"
0.0,"[0.943227899432279,0.05677210056772101]"
0.0,"[0.9426877470355731,0.05731225296442688]"
0.0,"[0.9755213055303718,0.024478694469628286]"
0.0,"[0.9755213055303718,0.024478694469628286]"
0.0,"[0.9471065724011521,0.05289342759884787]"
0.0,"[0.8576470588235294,0.1423529411764706]"
0.0,"[0.8877551020408163,0.11224489795918367]"
0.0,"[0.879344262295082,0.12065573770491804]"
0.0,"[0.7239884393063584,0.27601156069364163]"
0.0,"[0.9040991420400382,0.09590085795996187]"
0.0,"[0.9061406299713649,0.09385937002863506]"
1.0,"[0.1741444866920152,0.8258555133079848]"
0.0,"[0.9755213055303718,0.024478694469628286]"
0.0,"[0.7507645259938838,0.2492354740061162]"
1.0,"[0.6708542713567839,0.32914572864321606]"
0.0,"[0.48548812664907653,0.5145118733509235]"
0.0,"[0.7414847161572052,0.25851528384279476]"
0.0,"[0.9061406299713649,0.09385937002863506]"
0.0,"[0.9471065724011521,0.05289342759884787]"
0.0,"[0.8273770846870262,0.1726229153129738]"
0.0,"[0.8575498575498576,0.14245014245014245]"
1.0,"[0.1741444866920152,0.8258555133079848]"
0.0,"[0.9271270507439908,0.07287294925600915]"
0.0,"[0.7221350078492935,0.2778649921507064]"
0.0,"[0.9804789696115919,0.01952103038840813]"
0.0,"[0.8325837081459271,0.16741629185407297]"
0.0,"[0.7414847161572052,0.25851528384279476]"
0.0,"[0.7414847161572052,0.25851528384279476]"
1.0,"[0.9040991420400382,0.09590085795996187]"
0.0,"[0.30246913580246915,0.6975308641975309]"
0.0,"[0.9804789696115919,0.01952103038840813]"
0.0,"[0.8576470588235294,0.1423529411764706]"
1.0,"[0.3293172690763052,0.6706827309236948]"
1.0,"[0.058823529411764705,0.9411764705882353]"
0.0,"[0.8576470588235294,0.1423529411764706]"
0.0,"[0.8292682926829268,0.17073170731707318]"
0.0,"[0.058823529411764705,0.9411764705882353]"
0.0,"[0.562753036437247,0.43724696356275305]"
0.0,"[0.7175925925925926,0.2824074074074074]"
0.0,"[0.8576470588235294,0.1423529411764706]"
1.0,"[0.3,0.7]"
0.0,"[0.9087837837837838,0.09121621621621621]"
0.0,"[0.951878707976269,0.04812129202373105]"
0.0,"[0.9061406299713649,0.09385937002863506]"
0.0,"[0.875,0.125]"
0.0,"[0.9495798319327731,0.05042016806722689]"
0.0,"[0.9755213055303718,0.024478694469628286]"
0.0,"[0.8065630397236615,0.19343696027633853]"
1.0,"[0.3293172690763052,0.6706827309236948]"
0.0,"[0.8065630397236615,0.19343696027633853]"
0.0,"[0.9040991420400382,0.09590085795996187]"
0.0,"[0.9061406299713649,0.09385937002863506]"
0.0,"[0.47959183673469385,0.5204081632653061]"
0.0,"[0.6824817518248175,0.3175182481751825]"
0.0,"[0.935064935064935,0.06493506493506493]"
1.0,"[0.7239884393063584,0.27601156069364163]"
0.0,"[0.48148148148148145,0.5185185185185185]"
1.0,"[0.6708542713567839,0.32914572864321606]"
0.0,"[0.9539139274822094,0.04608607251779058]"
0.0,"[0.943227899432279,0.05677210056772101]"
0.0,"[0.9755213055303718,0.024478694469628286]"
0.0,"[0.9426877470355731,0.05731225296442688]"
0.0,"[0.935064935064935,0.06493506493506493]"
0.0,"[0.4935064935064935,0.5064935064935064]"
1.0,"[0.6,0.4]"
0.0,"[0.6334164588528678,0.36658354114713215]"
0.0,"[0.8325837081459271,0.16741629185407297]"
0.0,"[0.9804789696115919,0.01952103038840813]"
1.0,"[0.7534246575342466,0.2465753424657534]"
0.0,"[0.9755213055303718,0.024478694469628286]"
0.0,"[0.39057239057239057,0.6094276094276094]"
0.0,"[0.943227899432279,0.05677210056772101]"
0.0,"[0.9040991420400382,0.09590085795996187]"
0.0,"[0.8065630397236615,0.19343696027633853]"
0.0,"[0.9053084648493543,0.09469153515064563]"
0.0,"[0.8316498316498316,0.16835016835016836]"
0.0,"[0.9539139274822094,0.04608607251779058]"
0.0,"[0.6824817518248175,0.3175182481751825]"
1.0,"[0.8273770846870262,0.1726229153129738]"
0.0,"[0.7239884393063584,0.27601156069364163]"
0.0,"[0.879344262295082,0.12065573770491804]"
0.0,"[0.8571428571428571,0.14285714285714285]"
0.0,"[0.3387096774193548,0.6612903225806451]"
1.0,"[0.30246913580246915,0.6975308641975309]"
0.0,"[0.9271270507439908,0.07287294925600915]"
1.0,"[0.7394636015325671,0.26053639846743293]"
0.0,"[0.943227899432279,0.05677210056772101]"
0.0,"[0.9755213055303718,0.024478694469628286]"
0.0,"[0.7239884393063584,0.27601156069364163]"
0.0,"[0.8576470588235294,0.1423529411764706]"
0.0,"[0.935064935064935,0.06493506493506493]"
0.0,"[0.9053084648493543,0.09469153515064563]"
0.0,"[0.9755213055303718,0.024478694469628286]"
0.0,"[0.9426877470355731,0.05731225296442688]"
0.0,"[0.9755213055303718,0.024478694469628286]"
0.0,"[0.7394636015325671,0.26053639846743293]"
0.0,"[0.8098360655737705,0.1901639344262295]"
0.0,"[0.9053084648493543,0.09469153515064563]"
0.0,"[0.935064935064935,0.06493506493506493]"
0.0,"[0.7175925925925926,0.2824074074074074]"
0.0,"[0.9870578084555651,0.012942191544434857]"
0.0,"[0.7175925925925926,0.2824074074074074]"
0.0,"[0.9539139274822094,0.04608607251779058]"
1.0,"[0.3888888888888889,0.6111111111111112]"
0.0,"[0.7175925925925926,0.2824074074074074]"
0.0,"[0.9755213055303718,0.024478694469628286]"
0.0,"[0.9870578084555651,0.012942191544434857]"
0.0,"[0.8976545842217484,0.1023454157782516]"
0.0,"[0.7175925925925926,0.2824074074074074]"
1.0,"[0.8,0.2]"
1.0,"[0.9142857142857143,0.08571428571428572]"
0.0,"[0.9471065724011521,0.05289342759884787]"
1.0,"[0.8877551020408163,0.11224489795918367]"
0.0,"[1.0,0.0]"
0.0,"[0.9539139274822094,0.04608607251779058]"
0.0,"[0.9471065724011521,0.05289342759884787]"
0.0,"[0.8571428571428571,0.14285714285714285]"
0.0,"[0.7175925925925926,0.2824074074074074]"
0.0,"[0.9040991420400382,0.09590085795996187]"
0.0,"[0.8976545842217484,0.1023454157782516]"
0.0,"[0.8976545842217484,0.1023454157782516]"
1.0,"[0.951878707976269,0.04812129202373105]"
0.0,"[0.9852631578947368,0.014736842105263158]"
0.0,"[0.9870578084555651,0.012942191544434857]"
0.0,"[0.943227899432279,0.05677210056772101]"
0.0,"[0.9870578084555651,0.012942191544434857]"
1.0,"[0.39057239057239057,0.6094276094276094]"
0.0,"[0.9061406299713649,0.09385937002863506]"
0.0,"[0.6666666666666666,0.3333333333333333]"
0.0,"[0.9040991420400382,0.09590085795996187]"
0.0,"[0.9870578084555651,0.012942191544434857]"
0.0,"[0.9061406299713649,0.09385937002863506]"
0.0,"[0.9426877470355731,0.05731225296442688]"
0.0,"[0.879344262295082,0.12065573770491804]"
1.0,"[0.9040991420400382,0.09590085795996187]"
0.0,"[0.9471065724011521,0.05289342759884787]"
0.0,"[0.9040991420400382,0.09590085795996187]"
0.0,"[0.9471065724011521,0.05289342759884787]"
0.0,"[0.7414847161572052,0.25851528384279476]"
0.0,"[0.9804789696115919,0.01952103038840813]"
0.0,"[0.9061406299713649,0.09385937002863506]"
0.0,"[0.8600770218228498,0.1399229781771502]"
0.0,"[0.9040991420400382,0.09590085795996187]"
0.0,"[0.9755213055303718,0.024478694469628286]"
0.0,"[0.9471065724011521,0.05289342759884787]"
0.0,"[0.8273770846870262,0.1726229153129738]"
0.0,"[0.3925233644859813,0.6074766355140186]"
0.0,"[0.9539139274822094,0.04608607251779058]"
0.0,"[0.9471065724011521,0.05289342759884787]"
0.0,"[0.8600770218228498,0.1399229781771502]"
0.0,"[0.9061406299713649,0.09385937002863506]"
0.0,"[0.8098360655737705,0.1901639344262295]"
0.0,"[0.9755213055303718,0.024478694469628286]"
1.0,"[0.7221350078492935,0.2778649921507064]"
0.0,"[0.9870578084555651,0.012942191544434857]"
0.0,"[0.879344262295082,0.12065573770491804]"
0.0,"[0.9471065724011521,0.05289342759884787]"
0.0,"[1.0,0.0]"
0.0,"[0.05842791088692728,0.9415720891130728]"
1.0,"[1.0,0.0]"
0.0,"[0.9471065724011521,0.05289342759884787]"
0.0,"[0.7394636015325671,0.26053639846743293]"
1.0,"[0.06338028169014084,0.9366197183098591]"
0.0,"[0.943227899432279,0.05677210056772101]"
0.0,"[0.9565217391304348,0.043478260869565216]"
0.0,"[0.8273770846870262,0.1726229153129738]"
0.0,"[0.7239884393063584,0.27601156069364163]"
1.0,"[0.06338028169014084,0.9366197183098591]"
0.0,"[0.9471065724011521,0.05289342759884787]"
0.0,"[0.7156398104265402,0.2843601895734597]"
0.0,"[0.9426877470355731,0.05731225296442688]"
1.0,"[0.7414847161572052,0.25851528384279476]"
1.0,"[0.5,0.5]"
1.0,"[0.9049295774647887,0.09507042253521127]"
0.0,"[0.9040991420400382,0.09590085795996187]"
0.0,"[0.9471065724011521,0.05289342759884787]"
0.0,"[0.9271270507439908,0.07287294925600915]"
1.0,"[0.8316498316498316,0.16835016835016836]"
0.0,"[0.943227899432279,0.05677210056772101]"
1.0,"[0.8854019032192751,0.11459809678072484]"
0.0,"[0.943227899432279,0.05677210056772101]"
0.0,"[0.9040991420400382,0.09590085795996187]"
1.0,"[0.06338028169014084,0.9366197183098591]"
1.0,"[0.8335644937586685,0.1664355062413315]"
0.0,"[0.8325837081459271,0.16741629185407297]"
0.0,"[0.9804789696115919,0.01952103038840813]"
0.0,"[0.9061406299713649,0.09385937002863506]"
0.0,"[0.943227899432279,0.05677210056772101]"
0.0,"[0.9870578084555651,0.012942191544434857]"
0.0,"[0.9870578084555651,0.012942191544434857]"
0.0,"[0.9804789696115919,0.01952103038840813]"
0.0,"[0.9870578084555651,0.012942191544434857]"
0.0,"[0.9755213055303718,0.024478694469628286]"
0.0,"[0.7414847161572052,0.25851528384279476]"
1.0,"[0.8979591836734694,0.10204081632653061]"
0.0,"[0.9539139274822094,0.04608607251779058]"
0.0,"[0.9870578084555651,0.012942191544434857]"
0.0,"[0.765625,0.234375]"
0.0,"[0.9471065724011521,0.05289342759884787]"
1.0,"[0.2094240837696335,0.7905759162303665]"
0.0,"[0.8576470588235294,0.1423529411764706]"
0.0,"[0.9271270507439908,0.07287294925600915]"
1.0,"[0.6666666666666666,0.3333333333333333]"
0.0,"[0.9755213055303718,0.024478694469628286]"
1.0,"[0.05842791088692728,0.9415720891130728]"
1.0,"[0.0,1.0]"
0.0,"[0.9271270507439908,0.07287294925600915]"
0.0,"[0.7156398104265402,0.2843601895734597]"
0.0,"[0.9804789696115919,0.01952103038840813]"
0.0,"[0.9870578084555651,0.012942191544434857]"
0.0,"[0.951878707976269,0.04812129202373105]"
1.0,"[0.3,0.7]"
0.0,"[0.9629629629629629,0.037037037037037035]"
0.0,"[0.8273770846870262,0.1726229153129738]"
0.0,"[0.4696969696969697,0.5303030303030303]"
0.0,"[0.9040991420400382,0.09590085795996187]"
0.0,"[0.4696969696969697,0.5303030303030303]"
0.0,"[0.9755213055303718,0.024478694469628286]"
0.0,"[0.7175925925925926,0.2824074074074074]"
0.0,"[0.9539139274822094,0.04608607251779058]"
0.0,"[0.7446808510638298,0.2553191489361702]"
1.0,"[0.7286063569682152,0.2713936430317848]"
1.0,"[0.3387096774193548,0.6612903225806451]"
0.0,"[0.3037037037037037,0.6962962962962963]"
1.0,"[0.9539139274822094,0.04608607251779058]"
0.0,"[0.6401273885350318,0.35987261146496813]"
0.0,"[0.0,1.0]"
0.0,"[0.7666666666666667,0.23333333333333334]"
0.0,"[0.8273770846870262,0.1726229153129738]"
0.0,"[0.9539139274822094,0.04608607251779058]"
0.0,"[0.9870578084555651,0.012942191544434857]"
0.0,"[0.9804789696115919,0.01952103038840813]"
1.0,"[0.951878707976269,0.04812129202373105]"
0.0,"[0.951878707976269,0.04812129202373105]"
0.0,"[0.9870578084555651,0.012942191544434857]"
0.0,"[0.875,0.125]"
0.0,"[0.9061406299713649,0.09385937002863506]"
0.0,"[0.9755213055303718,0.024478694469628286]"
0.0,"[0.43853820598006643,0.5614617940199336]"
0.0,"[0.9804789696115919,0.01952103038840813]"
0.0,"[0.9471065724011521,0.05289342759884787]"
0.0,"[0.9870578084555651,0.012942191544434857]"
1.0,"[0.6708542713567839,0.32914572864321606]"
0.0,"[0.9755213055303718,0.024478694469628286]"
0.0,"[0.9804789696115919,0.01952103038840813]"
0.0,"[0.9852631578947368,0.014736842105263158]"
1.0,"[0.8335644937586685,0.1664355062413315]"
1.0,"[0.43853820598006643,0.5614617940199336]"
0.0,"[0.935064935064935,0.06493506493506493]"
0.0,"[0.9271270507439908,0.07287294925600915]"
0.0,"[0.951878707976269,0.04812129202373105]"
1.0,"[0.06338028169014084,0.9366197183098591]"
0.0,"[0.943227899432279,0.05677210056772101]"
0.0,"[0.9539139274822094,0.04608607251779058]"
0.0,"[0.9804789696115919,0.01952103038840813]"
0.0,"[0.9471065724011521,0.05289342759884787]"
0.0,"[0.9271270507439908,0.07287294925600915]"
0.0,"[0.9755213055303718,0.024478694469628286]"
0.0,"[0.9539139274822094,0.04608607251779058]"
0.0,"[0.9061406299713649,0.09385937002863506]"
0.0,"[0.8342342342342343,0.16576576576576577]"
1.0,"[0.8325837081459271,0.16741629185407297]"
0.0,"[0.8273770846870262,0.1726229153129738]"
0.0,"[0.9539139274822094,0.04608607251779058]"
0.0,"[0.8877551020408163,0.11224489795918367]"
0.0,"[0.7414847161572052,0.25851528384279476]"
1.0,"[0.7414847161572052,0.25851528384279476]"
0.0,"[0.8854019032192751,0.11459809678072484]"
0.0,"[0.9804789696115919,0.01952103038840813]"
0.0,"[0.879344262295082,0.12065573770491804]"
0.0,"[0.7286063569682152,0.2713936430317848]"
0.0,"[0.9271270507439908,0.07287294925600915]"
0.0,"[0.9040991420400382,0.09590085795996187]"
0.0,"[0.9040991420400382,0.09590085795996187]"
1.0,"[0.7534246575342466,0.2465753424657534]"
0.0,"[0.17567567567567569,0.8243243243243243]"
0.0,"[0.879344262295082,0.12065573770491804]"
0.0,"[0.9471065724011521,0.05289342759884787]"
0.0,"[0.943227899432279,0.05677210056772101]"
0.0,"[0.9040991420400382,0.09590085795996187]"
0.0,"[0.8854019032192751,0.11459809678072484]"
0.0,"[0.9804789696115919,0.01952103038840813]"
0.0,"[0.9471065724011521,0.05289342759884787]"
0.0,"[0.9061406299713649,0.09385937002863506]"
0.0,"[0.9426877470355731,0.05731225296442688]"
0.0,"[0.9061406299713649,0.09385937002863506]"
0.0,"[0.9539139274822094,0.04608607251779058]"
0.0,"[0.8273770846870262,0.1726229153129738]"
1.0,"[0.8576470588235294,0.1423529411764706]"
0.0,"[0.7394636015325671,0.26053639846743293]"
0.0,"[0.927007299270073,0.072992700729927]"
1.0,"[0.4935064935064935,0.5064935064935064]"
0.0,"[0.9040991420400382,0.09590085795996187]"
1.0,"[0.8962962962962963,0.1037037037037037]"
0.0,"[0.9471065724011521,0.05289342759884787]"
1.0,"[0.0,1.0]"
1.0,"[0.9040991420400382,0.09590085795996187]"
1.0,"[0.9271270507439908,0.07287294925600915]"
1.0,"[0.879344262295082,0.12065573770491804]"
0.0,"[0.935064935064935,0.06493506493506493]"
1.0,"[0.935064935064935,0.06493506493506493]"
0.0,"[0.8335644937586685,0.1664355062413315]"
0.0,"[0.9870578084555651,0.012942191544434857]"
0.0,"[0.9271270507439908,0.07287294925600915]"
0.0,"[0.8576470588235294,0.1423529411764706]"
0.0,"[0.9471065724011521,0.05289342759884787]"
0.0,"[0.9539139274822094,0.04608607251779058]"
0.0,"[0.9061406299713649,0.09385937002863506]"
0.0,"[0.9471065724011521,0.05289342759884787]"
0.0,"[0.8098360655737705,0.1901639344262295]"
1.0,"[0.1741444866920152,0.8258555133079848]"
0.0,"[0.9471065724011521,0.05289342759884787]"
0.0,"[0.9471065724011521,0.05289342759884787]"
0.0,"[0.943227899432279,0.05677210056772101]"
0.0,"[0.9755213055303718,0.024478694469628286]"
0.0,"[0.9870578084555651,0.012942191544434857]"
0.0,"[0.9755213055303718,0.024478694469628286]"
0.0,"[0.8273770846870262,0.1726229153129738]"
0.0,"[0.9725738396624473,0.027426160337552744]"
0.0,"[0.9471065724011521,0.05289342759884787]"
0.0,"[0.943227899432279,0.05677210056772101]"
0.0,"[0.9539139274822094,0.04608607251779058]"
0.0,"[0.9804789696115919,0.01952103038840813]"
0.0,"[0.9271270507439908,0.07287294925600915]"
1.0,"[0.9870578084555651,0.012942191544434857]"
0.0,"[0.9471065724011521,0.05289342759884787]"
0.0,"[0.9087837837837838,0.09121621621621621]"
0.0,"[0.9040991420400382,0.09590085795996187]"
0.0,"[0.1741444866920152,0.8258555133079848]"
0.0,"[0.8325837081459271,0.16741629185407297]"
0.0,"[0.9471065724011521,0.05289342759884787]"
1.0,"[0.0,1.0]"
0.0,"[0.9061406299713649,0.09385937002863506]"
0.0,"[0.8098360655737705,0.1901639344262295]"
0.0,"[0.8854019032192751,0.11459809678072484]"
0.0,"[0.9471065724011521,0.05289342759884787]"
0.0,"[0.879344262295082,0.12065573770491804]"
0.0,"[0.8273770846870262,0.1726229153129738]"
1.0,"[0.9271270507439908,0.07287294925600915]"
0.0,"[0.9755213055303718,0.024478694469628286]"
0.0,"[0.9773071104387292,0.0226928895612708]"
0.0,"[0.8273770846870262,0.1726229153129738]"
0.0,"[0.9040991420400382,0.09590085795996187]"
0.0,"[0.765625,0.234375]"
0.0,"[0.9804789696115919,0.01952103038840813]"
0.0,"[0.7414847161572052,0.25851528384279476]"
0.0,"[0.9271270507439908,0.07287294925600915]"
0.0,"[0.8600770218228498,0.1399229781771502]"
0.0,"[0.9870578084555651,0.012942191544434857]"
1.0,"[0.1741444866920152,0.8258555133079848]"
0.0,"[0.9755213055303718,0.024478694469628286]"
0.0,"[0.9061406299713649,0.09385937002863506]"
0.0,"[0.9539139274822094,0.04608607251779058]"
0.0,"[0.9471065724011521,0.05289342759884787]"
0.0,"[0.9471065724011521,0.05289342759884787]"
0.0,"[0.9061406299713649,0.09385937002863506]"
1.0,"[0.1741444866920152,0.8258555133079848]"
0.0,"[0.9870578084555651,0.012942191544434857]"
0.0,"[0.9804789696115919,0.01952103038840813]"
0.0,"[0.9471065724011521,0.05289342759884787]"
1.0,"[0.8273770846870262,0.1726229153129738]"
0.0,"[0.17567567567567569,0.8243243243243243]"
0.0,"[0.7906976744186046,0.20930232558139536]"
1.0,"[0.9040991420400382,0.09590085795996187]"
1.0,"[0.8854019032192751,0.11459809678072484]"
0.0,"[0.943227899432279,0.05677210056772101]"
1.0,"[0.9061406299713649,0.09385937002863506]"
0.0,"[0.9755213055303718,0.024478694469628286]"
0.0,"[0.9804789696115919,0.01952103038840813]"
0.0,"[0.9804789696115919,0.01952103038840813]"
0.0,"[0.9426877470355731,0.05731225296442688]"
0.0,"[0.943227899432279,0.05677210056772101]"
1.0,"[0.8098360655737705,0.1901639344262295]"
1.0,"[0.9804789696115919,0.01952103038840813]"
0.0,"[0.9804789696115919,0.01952103038840813]"
0.0,"[0.9755213055303718,0.024478694469628286]"
0.0,"[0.8576470588235294,0.1423529411764706]"
0.0,"[0.943227899432279,0.05677210056772101]"
0.0,"[0.9804789696115919,0.01952103038840813]"
0.0,"[0.9870578084555651,0.012942191544434857]"
0.0,"[0.9061406299713649,0.09385937002863506]"
0.0,"[0.17647058823529413,0.8235294117647058]"
1.0,"[0.29850746268656714,0.7014925373134329]"
0.0,"[0.9773071104387292,0.0226928895612708]"
1.0,"[0.7239884393063584,0.27601156069364163]"
0.0,"[0.8273770846870262,0.1726229153129738]"
0.0,"[0.9539139274822094,0.04608607251779058]"
0.0,"[0.943227899432279,0.05677210056772101]"
0.0,"[0.8478260869565217,0.15217391304347827]"
0.0,"[0.8461538461538461,0.15384615384615385]"
0.0,"[0.8979591836734694,0.10204081632653061]"
0.0,"[0.9040991420400382,0.09590085795996187]"
0.0,"[0.8877551020408163,0.11224489795918367]"
0.0,"[0.9049295774647887,0.09507042253521127]"
0.0,"[0.7414847161572052,0.25851528384279476]"
0.0,"[0.8181818181818182,0.18181818181818182]"
1.0,"[0.7,0.3]"
0.0,"[0.8273770846870262,0.1726229153129738]"
0.0,"[0.9040991420400382,0.09590085795996187]"
0.0,"[0.9040991420400382,0.09590085795996187]"
0.0,"[0.9471065724011521,0.05289342759884787]"
0.0,"[0.9870578084555651,0.012942191544434857]"
0.0,"[0.951878707976269,0.04812129202373105]"
0.0,"[0.8325837081459271,0.16741629185407297]"
1.0,"[0.9804789696115919,0.01952103038840813]"
0.0,"[0.8325837081459271,0.16741629185407297]"
0.0,"[0.9870578084555651,0.012942191544434857]"
0.0,"[0.9870578084555651,0.012942191544434857]"
1.0,"[0.935064935064935,0.06493506493506493]"
1.0,"[0.4935064935064935,0.5064935064935064]"
0.0,"[0.9725738396624473,0.027426160337552744]"
